"Year","CN","RW"
1991,"20T116",7.09
1992,"20T116",2.49
1993,"20T116",4.73
1994,"20T116",4.61
1995,"20T116",1.92
1996,"20T116",3.64
1997,"20T116",4.53
1998,"20T116",5.07
1999,"20T116",7.18
2000,"20T116",3.2
2001,"20T116",4.1
2002,"20T116",2.69
2003,"20T116",2.87
2004,"20T116",2.35
2005,"20T116",4.42
2006,"20T116",4.45
2007,"20T116",4.46
2008,"20T116",4.55
2009,"20T116",2.25
2010,"20T116",7.07
2011,"20T116",6.4
2012,"20T116",4.15
2013,"20T116",5.59
2014,"20T116",3.34
2015,"20T116",2.82
2016,"20T116",1.66
2017,"20T116",2.28
2018,"20T116",1.58
2019,"20T116",1.89
2020,"20T116",1.37
1958,"20T122",4.82
1959,"20T122",4.56
1960,"20T122",4.33
1961,"20T122",3.28
1962,"20T122",3.85
1963,"20T122",4.78
1964,"20T122",5.29
1965,"20T122",3.89
1966,"20T122",4.41
1967,"20T122",3.77
1968,"20T122",3.73
1969,"20T122",3.5
1970,"20T122",3.01
1971,"20T122",3.78
1972,"20T122",3.32
1973,"20T122",3.3
1974,"20T122",3.01
1975,"20T122",2.65
1976,"20T122",3.28
1977,"20T122",3.03
1978,"20T122",2.72
1979,"20T122",2.94
1980,"20T122",3.58
1981,"20T122",3.66
1982,"20T122",2.96
1983,"20T122",3.38
1984,"20T122",2.71
1985,"20T122",2.42
1986,"20T122",2.41
1987,"20T122",2.57
1988,"20T122",2.46
1989,"20T122",2.49
1990,"20T122",2.23
1991,"20T122",2.24
1992,"20T122",1.91
1993,"20T122",2.47
1994,"20T122",2.07
1995,"20T122",1.8
1996,"20T122",1.99
1997,"20T122",2.06
1998,"20T122",1.74
1999,"20T122",1.75
2000,"20T122",1.99
2001,"20T122",1.9
2002,"20T122",1.9
2003,"20T122",2.25
2004,"20T122",2.95
2005,"20T122",3.56
2006,"20T122",3.21
2007,"20T122",3.15
2008,"20T122",3.15
2009,"20T122",3.05
2010,"20T122",3.28
2011,"20T122",3.4
2012,"20T122",3.16
2013,"20T122",2.58
2014,"20T122",2.97
2015,"20T122",2.78
2016,"20T122",2.93
2017,"20T122",2.69
2018,"20T122",2.56
2019,"20T122",2.77
2020,"20T122",3.46
1907,"20T126",3.71
1908,"20T126",3.43
1909,"20T126",3.52
1910,"20T126",3.98
1911,"20T126",3.82
1912,"20T126",4.67
1913,"20T126",4.62
1914,"20T126",5.19
1915,"20T126",4.47
1916,"20T126",2.94
1917,"20T126",2.03
1918,"20T126",2.01
1919,"20T126",2.5
1920,"20T126",2.66
1921,"20T126",2.83
1922,"20T126",2.45
1923,"20T126",2.94
1924,"20T126",2.4
1925,"20T126",2.24
1926,"20T126",2.38
1927,"20T126",2.65
1928,"20T126",2.37
1929,"20T126",2.21
1930,"20T126",2.27
1931,"20T126",2.22
1932,"20T126",2.05
1933,"20T126",2.49
1934,"20T126",2.91
1935,"20T126",2.04
1936,"20T126",1.93
1937,"20T126",2.12
1938,"20T126",2.48
1939,"20T126",2.31
1940,"20T126",2.03
1941,"20T126",2.32
1942,"20T126",1.61
1943,"20T126",1.75
1944,"20T126",1.72
1945,"20T126",1.19
1946,"20T126",1.48
1947,"20T126",1.78
1948,"20T126",1.89
1949,"20T126",1.13
1950,"20T126",0.51
1951,"20T126",0.46
1952,"20T126",0.75
1953,"20T126",1.02
1954,"20T126",1.29
1955,"20T126",1.5
1956,"20T126",1.49
1957,"20T126",1.92
1958,"20T126",2.1
1959,"20T126",1.83
1960,"20T126",1.44
1961,"20T126",1.58
1962,"20T126",1.8
1963,"20T126",2.24
1964,"20T126",2.47
1965,"20T126",2.27
1966,"20T126",3.13
1967,"20T126",2.97
1968,"20T126",2.66
1969,"20T126",3.32
1970,"20T126",2.68
1971,"20T126",2.79
1972,"20T126",2.46
1973,"20T126",2.26
1974,"20T126",0
1975,"20T126",0.5
1976,"20T126",0.74
1977,"20T126",1.38
1978,"20T126",1.66
1979,"20T126",1.79
1980,"20T126",2.25
1981,"20T126",3.4
1982,"20T126",2.48
1983,"20T126",2.86
1984,"20T126",2.17
1985,"20T126",2
1986,"20T126",2.06
1987,"20T126",1.71
1988,"20T126",1.93
1989,"20T126",1.17
1990,"20T126",2.2
1991,"20T126",2.43
1992,"20T126",2.06
1993,"20T126",1.73
1994,"20T126",2.94
1995,"20T126",1.92
1996,"20T126",2.39
1997,"20T126",2.57
1998,"20T126",2.96
1999,"20T126",1.96
2000,"20T126",2.71
2001,"20T126",2.03
2002,"20T126",2.21
2003,"20T126",2.56
2004,"20T126",2.52
2005,"20T126",2.69
2006,"20T126",2.16
2007,"20T126",2.14
2008,"20T126",2.01
2009,"20T126",2.19
2010,"20T126",1.89
2011,"20T126",2.36
2012,"20T126",3.45
2013,"20T126",2.04
2014,"20T126",2.03
2015,"20T126",1.97
2016,"20T126",1.29
2017,"20T126",1.62
2018,"20T126",1.23
2019,"20T126",1.53
2020,"20T126",1.96
1820,"20T128",2.23
1821,"20T128",1.19
1822,"20T128",1.59
1823,"20T128",1.85
1824,"20T128",2.11
1825,"20T128",4.18
1826,"20T128",2.61
1827,"20T128",2.33
1828,"20T128",2.36
1829,"20T128",2.32
1830,"20T128",1.62
1831,"20T128",1.47
1832,"20T128",1.57
1833,"20T128",1.94
1834,"20T128",1.95
1835,"20T128",2.11
1836,"20T128",2.15
1837,"20T128",2.1
1838,"20T128",2.87
1839,"20T128",2.69
1840,"20T128",1.55
1841,"20T128",2.1
1842,"20T128",1.8
1843,"20T128",2.05
1844,"20T128",1.62
1845,"20T128",2.25
1846,"20T128",1.95
1847,"20T128",1.71
1848,"20T128",1.79
1849,"20T128",1.83
1850,"20T128",1.88
1851,"20T128",2.63
1852,"20T128",1.97
1853,"20T128",2.37
1854,"20T128",2.81
1855,"20T128",2.78
1856,"20T128",2.62
1857,"20T128",2.33
1858,"20T128",2.27
1859,"20T128",1.86
1860,"20T128",2.08
1861,"20T128",2.37
1862,"20T128",2.23
1863,"20T128",1.91
1864,"20T128",1.67
1865,"20T128",1.5
1866,"20T128",2.04
1867,"20T128",1.61
1868,"20T128",1.82
1869,"20T128",1.67
1870,"20T128",0.54
1871,"20T128",0.55
1872,"20T128",0.62
1873,"20T128",0.77
1874,"20T128",0.9
1875,"20T128",1.06
1876,"20T128",1.28
1877,"20T128",1.48
1878,"20T128",1.69
1879,"20T128",2.07
1880,"20T128",1.54
1881,"20T128",1.86
1882,"20T128",1.76
1883,"20T128",2.16
1884,"20T128",2.78
1885,"20T128",2.48
1886,"20T128",1.34
1887,"20T128",1.32
1888,"20T128",1.37
1889,"20T128",1.62
1890,"20T128",1.17
1891,"20T128",1.11
1892,"20T128",1.03
1893,"20T128",0.97
1894,"20T128",1.25
1895,"20T128",1.29
1896,"20T128",1.15
1897,"20T128",1.09
1898,"20T128",1.34
1899,"20T128",1.22
1900,"20T128",1.51
1901,"20T128",1.01
1902,"20T128",1.35
1903,"20T128",1.9
1904,"20T128",1.57
1905,"20T128",2.08
1906,"20T128",1.78
1907,"20T128",1.63
1908,"20T128",1.79
1909,"20T128",1.21
1910,"20T128",1.45
1911,"20T128",1.58
1912,"20T128",1.89
1913,"20T128",3.25
1914,"20T128",2.69
1915,"20T128",2.27
1916,"20T128",2.17
1917,"20T128",1.57
1918,"20T128",1.24
1919,"20T128",1.39
1920,"20T128",1
1921,"20T128",1.19
1922,"20T128",1.2
1923,"20T128",1.48
1924,"20T128",1.04
1925,"20T128",1.08
1926,"20T128",1.07
1927,"20T128",1.16
1928,"20T128",1.32
1929,"20T128",0.99
1930,"20T128",1
1931,"20T128",1.17
1932,"20T128",0.94
1933,"20T128",0.89
1934,"20T128",1.36
1935,"20T128",0.77
1936,"20T128",0.76
1937,"20T128",1.03
1938,"20T128",0.89
1939,"20T128",0.9
1940,"20T128",0.87
1941,"20T128",1.59
1942,"20T128",1.5
1943,"20T128",1.5
1944,"20T128",1.43
1945,"20T128",1.21
1946,"20T128",1.76
1947,"20T128",1.81
1948,"20T128",1.9
1949,"20T128",1.94
1950,"20T128",1.68
1951,"20T128",1.94
1952,"20T128",2.26
1953,"20T128",1.87
1954,"20T128",1.84
1955,"20T128",1.23
1956,"20T128",1.25
1957,"20T128",1.63
1958,"20T128",1.83
1959,"20T128",1.25
1960,"20T128",1.09
1961,"20T128",0.93
1962,"20T128",0.74
1963,"20T128",0.88
1964,"20T128",0.78
1965,"20T128",0.9
1966,"20T128",1.13
1967,"20T128",1.09
1968,"20T128",0.66
1969,"20T128",0.81
1970,"20T128",1.12
1971,"20T128",0.8
1972,"20T128",0.77
1973,"20T128",0.65
1974,"20T128",0.61
1975,"20T128",0.69
1976,"20T128",0.79
1977,"20T128",0.76
1978,"20T128",0.59
1979,"20T128",0.43
1980,"20T128",0.48
1981,"20T128",0.76
1982,"20T128",0.59
1983,"20T128",0.67
1984,"20T128",0.79
1985,"20T128",0.71
1986,"20T128",0.46
1987,"20T128",0.38
1988,"20T128",0.43
1989,"20T128",0.75
1990,"20T128",0.86
1991,"20T128",0.59
1992,"20T128",0.39
1993,"20T128",0.4
1994,"20T128",1.44
1995,"20T128",0.9
1996,"20T128",0.97
1997,"20T128",0.63
1998,"20T128",1.18
1999,"20T128",0.81
2000,"20T128",0.98
2001,"20T128",0.97
2002,"20T128",0.89
2003,"20T128",0.69
2004,"20T128",1.13
2005,"20T128",1.25
2006,"20T128",0.92
2007,"20T128",0.89
2008,"20T128",0.78
2009,"20T128",1
2010,"20T128",1.42
2011,"20T128",1.56
2012,"20T128",1.84
2013,"20T128",1.3
2014,"20T128",1.1
2015,"20T128",0.96
2016,"20T128",0.65
2017,"20T128",0.82
2018,"20T128",0.41
2019,"20T128",0.55
2020,"20T128",0.79
1895,"20T129",1.97
1896,"20T129",3.3
1897,"20T129",2.52
1898,"20T129",2.08
1899,"20T129",3.67
1900,"20T129",1.2
1901,"20T129",1.04
1902,"20T129",0.76
1903,"20T129",0.27
1904,"20T129",0.6
1905,"20T129",0.61
1906,"20T129",0.76
1907,"20T129",1.18
1908,"20T129",0.74
1909,"20T129",1.88
1910,"20T129",1.57
1911,"20T129",2.19
1912,"20T129",1.71
1913,"20T129",2.04
1914,"20T129",2.41
1915,"20T129",2.57
1916,"20T129",2.9
1917,"20T129",2.72
1918,"20T129",1.97
1919,"20T129",1.14
1920,"20T129",1.57
1921,"20T129",1.96
1922,"20T129",2.2
1923,"20T129",2.3
1924,"20T129",1.4
1925,"20T129",0.97
1926,"20T129",0.55
1927,"20T129",0.42
1928,"20T129",0.21
1929,"20T129",0.21
1930,"20T129",0.12
1931,"20T129",0.23
1932,"20T129",0.3
1933,"20T129",0.34
1934,"20T129",0.35
1935,"20T129",0.37
1936,"20T129",0.42
1937,"20T129",0.77
1938,"20T129",1.14
1939,"20T129",1.16
1940,"20T129",1.94
1941,"20T129",2.15
1942,"20T129",1.71
1943,"20T129",1.58
1944,"20T129",1.46
1945,"20T129",1.04
1946,"20T129",0.96
1947,"20T129",0.32
1948,"20T129",0.45
1949,"20T129",0.46
1950,"20T129",0.33
1951,"20T129",0.19
1952,"20T129",0.46
1953,"20T129",0.83
1954,"20T129",1
1955,"20T129",1.01
1956,"20T129",1.41
1957,"20T129",1.62
1958,"20T129",1.42
1959,"20T129",1.52
1960,"20T129",1.51
1961,"20T129",1.36
1962,"20T129",1.21
1963,"20T129",1.06
1964,"20T129",1.22
1965,"20T129",1.62
1966,"20T129",1.62
1967,"20T129",1.76
1968,"20T129",1.49
1969,"20T129",1.88
1970,"20T129",5.52
1971,"20T129",5.88
1972,"20T129",4.62
1973,"20T129",3.66
1974,"20T129",2.82
1975,"20T129",1.81
1976,"20T129",3.7
1977,"20T129",2.76
1978,"20T129",3.22
1979,"20T129",3.26
1980,"20T129",3.86
1981,"20T129",4.15
1982,"20T129",3.97
1983,"20T129",3.9
1984,"20T129",3.62
1985,"20T129",2.92
1986,"20T129",2.47
1987,"20T129",1.57
1988,"20T129",1.21
1989,"20T129",2.17
1990,"20T129",2.62
1991,"20T129",1.76
1992,"20T129",1.43
1993,"20T129",2.16
1994,"20T129",2.33
1995,"20T129",3.32
1996,"20T129",4.94
1997,"20T129",3.23
1998,"20T129",3.4
1999,"20T129",2.21
2000,"20T129",2.01
2001,"20T129",1.46
2002,"20T129",1.63
2003,"20T129",3.16
2004,"20T129",2.02
2005,"20T129",3.06
2006,"20T129",2.62
2007,"20T129",1.7
2008,"20T129",1.69
2009,"20T129",2.51
2010,"20T129",5.12
2011,"20T129",4.7
2012,"20T129",6.23
2013,"20T129",3.56
2014,"20T129",3.97
2015,"20T129",4.14
2016,"20T129",1.49
2017,"20T129",2.43
2018,"20T129",1.72
2019,"20T129",1.91
1934,"20T131",2.11
1935,"20T131",2.25
1936,"20T131",1.86
1937,"20T131",2.25
1938,"20T131",2.15
1939,"20T131",2.01
1940,"20T131",1.82
1941,"20T131",2.21
1942,"20T131",2.2
1943,"20T131",2.02
1944,"20T131",1.45
1945,"20T131",1.39
1946,"20T131",2.09
1947,"20T131",1.97
1948,"20T131",1.94
1949,"20T131",1.79
1950,"20T131",2.34
1951,"20T131",1.42
1952,"20T131",1.15
1953,"20T131",1.15
1954,"20T131",1.26
1955,"20T131",1.13
1956,"20T131",1.04
1957,"20T131",0.99
1958,"20T131",1.75
1959,"20T131",1.61
1960,"20T131",1.45
1961,"20T131",1.19
1962,"20T131",1.05
1963,"20T131",1.16
1964,"20T131",1.38
1965,"20T131",1.11
1966,"20T131",1.05
1967,"20T131",1.01
1968,"20T131",0.92
1969,"20T131",0.89
1970,"20T131",0.73
1971,"20T131",0.71
1972,"20T131",0.81
1973,"20T131",0.59
1974,"20T131",0.49
1975,"20T131",0.58
1976,"20T131",0.71
1977,"20T131",0.69
1978,"20T131",0.7
1979,"20T131",0.54
1980,"20T131",0.66
1981,"20T131",0.86
1982,"20T131",0.69
1983,"20T131",0.71
1984,"20T131",0.93
1985,"20T131",0.74
1986,"20T131",0.56
1987,"20T131",0.59
1988,"20T131",0.55
1989,"20T131",0.19
1990,"20T131",0.11
1991,"20T131",0.13
1992,"20T131",0.11
1993,"20T131",0.11
1994,"20T131",0.15
1995,"20T131",0.17
1996,"20T131",0.29
1997,"20T131",0.43
1998,"20T131",1.02
1999,"20T131",1.22
2000,"20T131",1.22
2001,"20T131",1.05
2002,"20T131",1.26
2003,"20T131",1.39
2004,"20T131",1.13
2005,"20T131",1.87
2006,"20T131",1.38
2007,"20T131",1.22
2008,"20T131",1.18
2009,"20T131",1.25
2010,"20T131",1.69
2011,"20T131",1.21
2012,"20T131",1.02
2013,"20T131",0.93
2014,"20T131",0.91
2015,"20T131",0.98
2016,"20T131",0.87
2017,"20T131",0.88
2018,"20T131",0.89
2019,"20T131",0.87
1989,"20T136",8.21
1990,"20T136",7.81
1991,"20T136",7.34
1992,"20T136",9.57
1993,"20T136",12.63
1994,"20T136",11.18
1995,"20T136",10.53
1996,"20T136",10.71
1997,"20T136",10.21
1998,"20T136",8.98
1999,"20T136",9.09
2000,"20T136",8.13
2001,"20T136",7.57
2002,"20T136",8.43
2003,"20T136",6.69
2004,"20T136",6.14
2005,"20T136",7.57
2006,"20T136",5.61
2007,"20T136",5.06
2008,"20T136",3.57
2009,"20T136",2.9
2010,"20T136",4.13
2011,"20T136",4.17
2012,"20T136",2.93
2013,"20T136",2.85
2014,"20T136",2.61
2015,"20T136",1.6
2016,"20T136",0.83
2017,"20T136",0.61
2018,"20T136",1.23
2019,"20T136",1.37
1921,"20T59",3.7
1922,"20T59",2.85
1923,"20T59",4.98
1924,"20T59",3.54
1925,"20T59",3.99
1926,"20T59",3.93
1927,"20T59",4.35
1928,"20T59",3.55
1929,"20T59",3.1
1930,"20T59",2.68
1931,"20T59",2.53
1932,"20T59",2.29
1933,"20T59",2.46
1934,"20T59",2.8
1935,"20T59",2.56
1936,"20T59",3.02
1937,"20T59",2.63
1938,"20T59",2.88
1939,"20T59",3.02
1940,"20T59",2.82
1941,"20T59",3.34
1942,"20T59",3.27
1943,"20T59",2.98
1944,"20T59",3.46
1945,"20T59",2.99
1946,"20T59",3.66
1947,"20T59",2.91
1948,"20T59",3.06
1949,"20T59",2.77
1950,"20T59",2.39
1951,"20T59",1.84
1952,"20T59",2.02
1953,"20T59",2.12
1954,"20T59",2.54
1955,"20T59",3.09
1956,"20T59",2.43
1957,"20T59",2.4
1958,"20T59",2.63
1959,"20T59",2.22
1960,"20T59",2.08
1961,"20T59",2.14
1962,"20T59",1.9
1963,"20T59",1.76
1964,"20T59",1.95
1965,"20T59",2.33
1966,"20T59",2.48
1967,"20T59",2.42
1968,"20T59",2.35
1969,"20T59",2.86
1970,"20T59",2.96
1971,"20T59",3.43
1972,"20T59",2.85
1973,"20T59",2.74
1974,"20T59",3.18
1975,"20T59",3.59
1976,"20T59",3.05
1977,"20T59",2.78
1978,"20T59",2.67
1979,"20T59",3.01
1980,"20T59",3.25
1981,"20T59",3.8
1982,"20T59",2.82
1983,"20T59",2.67
1984,"20T59",1.62
1985,"20T59",1.71
1986,"20T59",1.02
1987,"20T59",1.63
1988,"20T59",1.84
1989,"20T59",2.08
1990,"20T59",2.99
1991,"20T59",2.23
1992,"20T59",2.94
1993,"20T59",3.83
1994,"20T59",5.16
1995,"20T59",5.75
1996,"20T59",4.71
1997,"20T59",5.41
1998,"20T59",4.38
1999,"20T59",3.35
2000,"20T59",2.31
2001,"20T59",2.83
2002,"20T59",2.75
2003,"20T59",3.2
2004,"20T59",3.32
2005,"20T59",3.47
2006,"20T59",3
2007,"20T59",2.89
2008,"20T59",3.24
2009,"20T59",2.7
2010,"20T59",2.55
2011,"20T59",3.03
2012,"20T59",4.1
2013,"20T59",3.85
2014,"20T59",4.04
2015,"20T59",3.49
2016,"20T59",3.33
2017,"20T59",3.32
2018,"20T59",3.12
2019,"20T59",2.46
2020,"20T59",2.82
1964,"20T60",7.33
1965,"20T60",9.05
1966,"20T60",7.68
1967,"20T60",8.19
1968,"20T60",8.89
1969,"20T60",9.53
1970,"20T60",7.38
1971,"20T60",8.13
1972,"20T60",8.22
1973,"20T60",6.19
1974,"20T60",8.44
1975,"20T60",9.31
1976,"20T60",9.96
1977,"20T60",10.34
1978,"20T60",8.19
1979,"20T60",6.5
1980,"20T60",7.18
1981,"20T60",7.53
1982,"20T60",5.35
1983,"20T60",5.76
1984,"20T60",7.85
1985,"20T60",6.64
1986,"20T60",5.51
1987,"20T60",6.18
1988,"20T60",7.02
1989,"20T60",5.01
1990,"20T60",5.93
1991,"20T60",5.52
1992,"20T60",3.78
1993,"20T60",4.93
1994,"20T60",4.9
1995,"20T60",4.76
1996,"20T60",4.25
1997,"20T60",5.21
1998,"20T60",5.46
1999,"20T60",4.17
2000,"20T60",3.95
2001,"20T60",4.52
2002,"20T60",4.62
2003,"20T60",3.8
2004,"20T60",3.57
2005,"20T60",5.77
2006,"20T60",3.56
2007,"20T60",3.54
2008,"20T60",3.45
2009,"20T60",2.94
2010,"20T60",3.03
2011,"20T60",3.26
2012,"20T60",2.82
2013,"20T60",2.54
2014,"20T60",2.33
2015,"20T60",1.77
2016,"20T60",1.41
2017,"20T60",1.56
2018,"20T60",1.8
2019,"20T60",1.62
2020,"20T60",1.61
1927,"20T62",4.54
1928,"20T62",4.54
1929,"20T62",5.01
1930,"20T62",3.74
1931,"20T62",3.52
1932,"20T62",3.83
1933,"20T62",4.51
1934,"20T62",4.3
1935,"20T62",4.32
1936,"20T62",4.35
1937,"20T62",4.06
1938,"20T62",3.4
1939,"20T62",3.78
1940,"20T62",4.05
1941,"20T62",3.68
1942,"20T62",4.96
1943,"20T62",4.75
1944,"20T62",4.89
1945,"20T62",3.62
1946,"20T62",4.6
1947,"20T62",4.95
1948,"20T62",5.26
1949,"20T62",3.57
1950,"20T62",3.06
1951,"20T62",2.76
1952,"20T62",2.75
1953,"20T62",2.54
1954,"20T62",3.01
1955,"20T62",3.35
1956,"20T62",2.36
1957,"20T62",4.06
1958,"20T62",4.17
1959,"20T62",4.1
1960,"20T62",5.09
1961,"20T62",4.45
1962,"20T62",4.12
1963,"20T62",3.71
1964,"20T62",3.73
1965,"20T62",3.55
1966,"20T62",2.82
1967,"20T62",2.47
1968,"20T62",2.37
1969,"20T62",3.29
1970,"20T62",3.43
1971,"20T62",2.53
1972,"20T62",2.62
1973,"20T62",2.36
1974,"20T62",2.67
1975,"20T62",2.48
1976,"20T62",3.28
1977,"20T62",2.53
1978,"20T62",2.25
1979,"20T62",2.54
1980,"20T62",2.76
1981,"20T62",3.48
1982,"20T62",2.34
1983,"20T62",2.8
1984,"20T62",2.73
1985,"20T62",2.43
1986,"20T62",2.27
1987,"20T62",3.46
1988,"20T62",2.92
1989,"20T62",2.46
1990,"20T62",2.95
1991,"20T62",2.25
1992,"20T62",1.83
1993,"20T62",1.13
1994,"20T62",1.83
1995,"20T62",1.35
1996,"20T62",1.83
1997,"20T62",1.69
1998,"20T62",1.78
1999,"20T62",1.64
2000,"20T62",1.55
2001,"20T62",1.46
2002,"20T62",2.14
2003,"20T62",1.91
2004,"20T62",2.18
2005,"20T62",2.17
2006,"20T62",1.91
2007,"20T62",1.98
2008,"20T62",2.78
2009,"20T62",2.64
2010,"20T62",3.3
2011,"20T62",2.95
2012,"20T62",3.53
2013,"20T62",3.28
2014,"20T62",3.22
2015,"20T62",1.91
2016,"20T62",2
2017,"20T62",1.97
2018,"20T62",2.4
2019,"20T62",2.06
1955,"20T65",8.16
1956,"20T65",7.09
1957,"20T65",7.14
1958,"20T65",6.48
1959,"20T65",6.82
1960,"20T65",6.47
1961,"20T65",6.33
1962,"20T65",7.89
1963,"20T65",9.57
1964,"20T65",6.36
1965,"20T65",4.37
1966,"20T65",3.73
1967,"20T65",3.69
1968,"20T65",3.3
1969,"20T65",3.25
1970,"20T65",3.07
1971,"20T65",2.88
1972,"20T65",2.62
1973,"20T65",2.95
1974,"20T65",3.28
1975,"20T65",2.64
1976,"20T65",2.92
1977,"20T65",2.63
1978,"20T65",2.86
1979,"20T65",1.75
1980,"20T65",1.87
1981,"20T65",1.8
1982,"20T65",1.39
1983,"20T65",2.2
1984,"20T65",1.44
1985,"20T65",1.1
1986,"20T65",1.48
1987,"20T65",2.44
1988,"20T65",2.5
1989,"20T65",2.97
1990,"20T65",3.15
1991,"20T65",2.13
1992,"20T65",1.84
1993,"20T65",2.2
1994,"20T65",2.25
1995,"20T65",1.83
1996,"20T65",1.6
1997,"20T65",1.88
1998,"20T65",2.1
1999,"20T65",2.53
2000,"20T65",2.75
2001,"20T65",2.28
2002,"20T65",2.29
2003,"20T65",1.88
2004,"20T65",2.06
2005,"20T65",2.4
2006,"20T65",1.95
2007,"20T65",2.7
2008,"20T65",3.2
2009,"20T65",2.21
2010,"20T65",2.56
2011,"20T65",2.95
2012,"20T65",2.42
2013,"20T65",1.72
2014,"20T65",1.51
2015,"20T65",1.37
2016,"20T65",1.76
2017,"20T65",1.53
2018,"20T65",1.29
2019,"20T65",1.42
1674,"20T67",2.46
1675,"20T67",1.82
1676,"20T67",3.04
1677,"20T67",3.54
1678,"20T67",4.28
1679,"20T67",3.2
1680,"20T67",3.3
1681,"20T67",3.82
1682,"20T67",3.35
1683,"20T67",2.43
1684,"20T67",2.46
1685,"20T67",2.51
1686,"20T67",2.69
1687,"20T67",2.97
1688,"20T67",2.08
1689,"20T67",2.11
1690,"20T67",1.98
1691,"20T67",1.53
1692,"20T67",2.02
1693,"20T67",2.58
1694,"20T67",2.64
1695,"20T67",2.44
1696,"20T67",2.41
1697,"20T67",2.1
1698,"20T67",2.01
1699,"20T67",1.98
1700,"20T67",2.04
1701,"20T67",1.85
1702,"20T67",1.92
1703,"20T67",1.85
1704,"20T67",2.28
1705,"20T67",2
1706,"20T67",2.07
1707,"20T67",1.7
1708,"20T67",1.46
1709,"20T67",1.2
1710,"20T67",1.33
1711,"20T67",1.1
1712,"20T67",1.38
1713,"20T67",1.46
1714,"20T67",1.48
1715,"20T67",1.23
1716,"20T67",1.4
1717,"20T67",1.45
1718,"20T67",1.4
1719,"20T67",1.21
1720,"20T67",1.18
1721,"20T67",1.41
1722,"20T67",1.4
1723,"20T67",1.34
1724,"20T67",0.92
1725,"20T67",0.9
1726,"20T67",1.27
1727,"20T67",0.96
1728,"20T67",0.91
1729,"20T67",0.85
1730,"20T67",0.76
1731,"20T67",0.68
1732,"20T67",0.66
1733,"20T67",0.68
1734,"20T67",0.81
1735,"20T67",0.98
1736,"20T67",0.95
1737,"20T67",0.97
1738,"20T67",1.05
1739,"20T67",1.09
1740,"20T67",0.97
1741,"20T67",0.85
1742,"20T67",0.59
1743,"20T67",0.54
1744,"20T67",0.71
1745,"20T67",0.89
1746,"20T67",1.13
1747,"20T67",1.05
1748,"20T67",0.75
1749,"20T67",0.82
1750,"20T67",0.92
1751,"20T67",1.02
1752,"20T67",0.9
1753,"20T67",0.84
1754,"20T67",0.62
1755,"20T67",0.77
1756,"20T67",0.75
1757,"20T67",0.63
1758,"20T67",0.63
1759,"20T67",0.58
1760,"20T67",0.71
1761,"20T67",0.86
1762,"20T67",0.84
1763,"20T67",0.95
1764,"20T67",0.99
1765,"20T67",0.96
1766,"20T67",0.83
1767,"20T67",0.87
1768,"20T67",0.85
1769,"20T67",0.95
1770,"20T67",1.02
1771,"20T67",0.93
1772,"20T67",0.88
1773,"20T67",1.09
1774,"20T67",0.97
1775,"20T67",1.13
1776,"20T67",1.35
1777,"20T67",1.09
1778,"20T67",1.11
1779,"20T67",1.15
1780,"20T67",0.93
1781,"20T67",0.76
1782,"20T67",0.55
1783,"20T67",0.58
1784,"20T67",0.51
1785,"20T67",0.56
1786,"20T67",0.65
1787,"20T67",0.55
1788,"20T67",0.71
1789,"20T67",0.61
1790,"20T67",0.55
1791,"20T67",0.5
1792,"20T67",0.49
1793,"20T67",0.68
1794,"20T67",0.81
1795,"20T67",0.85
1796,"20T67",0.84
1797,"20T67",0.89
1798,"20T67",0.84
1799,"20T67",0.69
1800,"20T67",0.61
1801,"20T67",0.55
1802,"20T67",0.44
1803,"20T67",0.57
1804,"20T67",0.64
1805,"20T67",0.53
1806,"20T67",0.58
1807,"20T67",0.51
1808,"20T67",0.45
1809,"20T67",0.47
1810,"20T67",0.37
1811,"20T67",0.32
1812,"20T67",0.35
1813,"20T67",0.38
1814,"20T67",0.5
1815,"20T67",0.5
1816,"20T67",0.6
1817,"20T67",0.57
1818,"20T67",0.52
1819,"20T67",0.71
1820,"20T67",0.62
1821,"20T67",0.56
1822,"20T67",0.46
1823,"20T67",0.35
1824,"20T67",0.42
1825,"20T67",0.52
1826,"20T67",0.54
1827,"20T67",0.45
1828,"20T67",0.49
1829,"20T67",0.57
1830,"20T67",0.51
1831,"20T67",0.44
1832,"20T67",0.32
1833,"20T67",0.54
1834,"20T67",0.4
1835,"20T67",0.48
1836,"20T67",0.4
1837,"20T67",0.36
1838,"20T67",0.45
1839,"20T67",0.52
1840,"20T67",0.52
1841,"20T67",0.49
1842,"20T67",0.53
1843,"20T67",0.53
1844,"20T67",0.61
1845,"20T67",0.72
1846,"20T67",0.55
1847,"20T67",0.53
1848,"20T67",0.6
1849,"20T67",0.48
1850,"20T67",0.49
1851,"20T67",0.51
1852,"20T67",0.52
1853,"20T67",0.51
1854,"20T67",0.52
1855,"20T67",0.62
1856,"20T67",0.58
1857,"20T67",0.56
1858,"20T67",0.74
1859,"20T67",0.7
1860,"20T67",0.68
1861,"20T67",0.78
1862,"20T67",0.43
1863,"20T67",0.5
1864,"20T67",0.35
1865,"20T67",0.36
1866,"20T67",0.26
1867,"20T67",0.33
1868,"20T67",0.37
1869,"20T67",0.35
1870,"20T67",0.33
1871,"20T67",0.38
1872,"20T67",0.28
1873,"20T67",0.35
1874,"20T67",0.39
1875,"20T67",0.35
